Compound_name;Filename;Dilution;Concnetration;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
diazinon;2021062101-pH10-E-01ppm-FS;100;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.884333;374413396.818298;3.232065e-7;304.346;121.40078748257713;45454081217.76801;141568214214542980;-832718455.5500319;10;positive
diazinon;2021062101-pH10-E-05ppm-FS;500;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.884333;1451178569.65471;1.6160325e-6;304.346;121.40078748257713;176174221133.92172;141568214214542980;-832718455.5500319;10;positive
diazinon;2021062101-pH10-E-1ppm-FS;1000;0.003232065;CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;13.884333;2673848689.06027;3.232065e-6;304.346;121.40078748257713;324607336461.1733;141568214214542980;-832718455.5500319;10;positive
diphenyl phthalate ;2021062101-pH10-E-001ppm-FS;10;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.216745;71510.0898708395;3.061833e-8;318.323;125.31150792763627;8961037.193755686;418080694483972;-5004446.27397464;10;positive
diphenyl phthalate ;2021062101-pH10-E-005ppm-FS;50;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.216745;454100.557749886;1.5309165e-7;318.323;125.31150792763627;56904025.64241889;418080694483972;-5004446.27397464;10;positive
diphenyl phthalate ;2021062101-pH10-E-01ppm-FS;100;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.216745;989027.449409532;3.061833e-7;318.323;125.31150792763627;123936521.06733245;418080694483972;-5004446.27397464;10;positive
diphenyl phthalate ;2021062101-pH10-E-05ppm-FS;500;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.216745;5483367.11016026;1.5309165e-6;318.323;125.31150792763627;687129001.0949875;418080694483972;-5004446.27397464;10;positive
diphenyl phthalate ;2021062101-pH10-E-1ppm-FS;1000;0.003061833;C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2C(=O)OC3=CC=CC=C3;14.216745;11255202.0857662;3.061833e-6;318.323;125.31150792763627;1410406345.3976395;418080694483972;-5004446.27397464;10;positive
miconazole nitrate;2021062101-pH10-E-001ppm-FS;10;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.816756;11723871.7908832;1.845812e-8;479.141;293.4904324584776;3440844201.9940567;199195644650187520;-232533782.3412233;10;positive
miconazole nitrate;2021062101-pH10-E-005ppm-FS;50;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.816756;61867332.6359682;9.229060000000001e-8;479.141;293.4904324584776;18157470210.38279;199195644650187520;-232533782.3412233;10;positive
miconazole nitrate;2021062101-pH10-E-01ppm-FS;100;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.816756;124476010.115445;1.8458120000000001e-7;479.141;293.4904324584776;36532518039.487785;199195644650187520;-232533782.3412233;10;positive
miconazole nitrate;2021062101-pH10-E-05ppm-FS;500;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.816756;582143887.962885;9.22906e-7;479.141;293.4904324584776;170853661431.28665;199195644650187520;-232533782.3412233;10;positive
miconazole nitrate;2021062101-pH10-E-1ppm-FS;1000;0.001845812;C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-];15.816756;1093257701.9376;1.845812e-6;479.141;293.4904324584776;320860675730.2276;199195644650187520;-232533782.3412233;10;positive
Ampicillin;2021062101-pH10-E-005ppm-FS;50;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.3139199;693346.382221628;1.023239e-7;349.405;127.5043240761624;88404661.81582122;1460634149641869;-62464916.88529706;10;negative
Ampicillin;2021062101-pH10-E-01ppm-FS;100;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.3139199;1920634.801983895;2.046478e-7;349.405;127.5043240761624;244889242.22411054;1460634149641869;-62464916.88529706;10;negative
Ampicillin;2021062101-pH10-E-05ppm-FS;500;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.3139199;11091710.330084492;1.023239e-6;349.405;127.5043240761624;1414241028.4860113;1460634149641869;-62464916.88529706;10;negative
Ampicillin;2021062101-pH10-E-1ppm-FS;1000;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.3139199;23016570.21537309;2.046478e-6;349.405;127.5043240761624;2934712227.8626776;1460634149641869;-62464916.88529706;10;negative
ketoprofen;2021062101-pH10-E-001ppm-FS;10;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;4.7302839;112856.364524789;3.667363e-8;254.281;119.70740532609857;13509742.571798848;1018814256895568.6;-32253037.404411502;10;negative
ketoprofen;2021062101-pH10-E-005ppm-FS;50;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;4.7302839;1164894.974643447;1.8336815e-7;254.281;119.70740532609857;139446554.8919784;1018814256895568.6;-32253037.404411502;10;negative
ketoprofen;2021062101-pH10-E-01ppm-FS;100;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;4.7302839;2907944.2738945037;3.667363e-7;254.281;119.70740532609857;348102463.86079675;1018814256895568.6;-32253037.404411502;10;negative
ketoprofen;2021062101-pH10-E-05ppm-FS;500;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;4.7302839;17187380.78058754;1.8336815e-6;254.281;119.70740532609857;2057456757.595789;1018814256895568.6;-32253037.404411502;10;negative
ketoprofen;2021062101-pH10-E-1ppm-FS;1000;0.003667363;CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O;4.7302839;34376979.3601931;3.667363e-6;254.281;119.70740532609857;4115179002.1575603;1018814256895568.6;-32253037.404411502;10;negative
Naproxen;2021062101-pH10-E-01ppm-FS;100;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;4.3971051;164215.95162399;4.933487000000001e-7;230.259;117.09833171648263;19229413.976403847;60786070473977.62;-11319798.043877972;10;negative
Naproxen;2021062101-pH10-E-05ppm-FS;500;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;4.3971051;1175208.6853691;2.4667435000000003e-6;230.259;117.09833171648263;137614976.47544235;60786070473977.62;-11319798.043877972;10;negative
Naproxen;2021062101-pH10-E-1ppm-FS;1000;0.004933487;CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;4.3971051;2468146.836279498;4.9334870000000006e-6;230.259;117.09833171648263;289015876.9596438;60786070473977.62;-11319798.043877972;10;negative
5,5-Diphenylhydantoin;2021062101-pH10-E-005ppm-FS;50;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;4.6908071;43291.1840403137;1.7912390000000002e-7;251.26;118.83859432617338;5144663.458066552;110281780633864.52;-14565712.167057484;10;negative
5,5-Diphenylhydantoin;2021062101-pH10-E-01ppm-FS;100;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;4.6908071;210299.407910287;3.5824780000000004e-007;251.26;118.83859432617338;24991686.023685053;110281780633864.52;-14565712.167057484;10;negative
5,5-Diphenylhydantoin;2021062101-pH10-E-05ppm-FS;500;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;4.6908071;1539650.05605799;1.7912390000000001e-6;251.26;118.83859432617338;182969848.4161456;110281780633864.52;-14565712.167057484;10;negative
5,5-Diphenylhydantoin;2021062101-pH10-E-1ppm-FS;1000;0.003582478;C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3;4.6908071;3358889.53443239;3.5824780000000002e-6;251.26;118.83859432617338;399165710.76884013;110281780633864.52;-14565712.167057484;10;negative
Diclofenac Sodium;2021062101-pH10-E-001ppm-FS;10;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];6.3128472;487470.791371008;3.6667820000000003e-8;295.141;203.85343923243894;99372597.34633869;4492200669627741;-85735723.62215808;10;negative
Diclofenac Sodium;2021062101-pH10-E-005ppm-FS;50;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];6.3128472;3439529.39458645;1.8333910000000002e-7;295.141;203.85343923243894;701159896.4275163;4492200669627741;-85735723.62215808;10;negative
Diclofenac Sodium;2021062101-pH10-E-01ppm-FS;100;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];6.3128472;7739715.50455566;3.6667820000000003e-7;295.141;203.85343923243894;1577767624.2843027;4492200669627741;-85735723.62215808;10;negative
Diclofenac Sodium;2021062101-pH10-E-05ppm-FS;500;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];6.3128472;45898982.2993448;1.833391e-6;295.141;203.85343923243894;9356665398.990276;4492200669627741;-85735723.62215808;10;negative
Diclofenac Sodium;2021062101-pH10-E-1ppm-FS;1000;0.003666782;C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+];6.3128472;100515268.415076;3.666782e-6;295.141;203.85343923243894;20490383161.784985;4492200669627741;-85735723.62215808;10;negative
thiabendazole;2021062101-pH10-E-01ppm-FS;100;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.4137786;67781.9811974944;5.522862e-7;201.248;118.30429126990904;8018899.246439876;69929446785906.55;-38254658.24795692;10;negative
thiabendazole;2021062101-pH10-E-05ppm-FS;500;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.4137786;1192485.93686261;2.761431e-6;201.248;118.30429126990904;141076203.6098646;69929446785906.55;-38254658.24795692;10;negative
thiabendazole;2021062101-pH10-E-1ppm-FS;1000;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;7.4137786;2992943.14293174;5.522862e-6;201.248;118.30429126990904;354078017.3356736;69929446785906.55;-38254658.24795692;10;negative
cyanazine;2021062101-pH10-E-01ppm-FS;100;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4150274;77661.8252868989;3.3123520000000005e-7;240.693;148.65652851173022;11544937.345034895;122866231350184.94;-35246912.463426635;10;negative
cyanazine;2021062101-pH10-E-05ppm-FS;500;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4150274;1057952.72037246;1.656176e-6;240.693;148.65652851173022;157271578.74011114;122866231350184.94;-35246912.463426635;10;negative
cyanazine;2021062101-pH10-E-1ppm-FS;1000;0.003312352;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4150274;2533388.08411131;3.312352e-6;240.693;148.65652851173022;376604677.9569706;122866231350184.94;-35246912.463426635;10;negative
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH10-E-005ppm-FS;50;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.2219693;346290.58811495;1.9195905000000003e-7;281.309;120.57809575574697;41755059.693038374;281877847867320.25;-11508304.1064836;10;negative
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH10-E-01ppm-FS;100;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.2219693;809940.214858197;3.8391810000000006e-7;281.309;120.57809575574697;97661048.78360195;281877847867320.25;-11508304.1064836;10;negative
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH10-E-05ppm-FS;500;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.2219693;4391146.05758063;1.9195905e-6;281.309;120.57809575574697;529476029.80842805;281877847867320.25;-11508304.1064836;10;negative
(S)-3-Anilino-5-methyl-5-phenylimidazolidine-2,4-dione;2021062101-pH10-E-1ppm-FS;1000;0.003839181;C[C@]1(NC(=O)N(Nc2ccccc2)C1=O)c3ccccc3;9.2219693;10364694.9597573;3.839181e-6;281.309;120.57809575574697;1249755181.3367238;281877847867320.25;-11508304.1064836;10;negative
propanil;2021062101-pH10-E-001ppm-FS;10;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.9036399999999;3456993.34327627;3.774256e-8;218.08;192.91879394408906;666918986.4576023;20674155256412592;-311951550.4961852;10;negative
propanil;2021062101-pH10-E-005ppm-FS;50;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.9036399999999;16753635.6845673;1.8871280000000002e-7;218.08;192.91879394408906;3232091190.4453764;20674155256412592;-311951550.4961852;10;negative
propanil;2021062101-pH10-E-01ppm-FS;100;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.9036399999999;39653284.8803575;3.7742560000000004e-7;218.08;192.91879394408906;7649863895.03995;20674155256412592;-311951550.4961852;10;negative
propanil;2021062101-pH10-E-05ppm-FS;500;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.9036399999999;191963756.076563;1.887128e-6;218.08;192.91879394408906;37033416303.26783;20674155256412592;-311951550.4961852;10;negative
propanil;2021062101-pH10-E-1ppm-FS;1000;0.003774256;CCC(=O)NC1=CC(=C(C=C1)Cl)Cl;10.9036399999999;386459986.486232;3.774256e-6;218.08;192.91879394408906;74555394500.57283;20674155256412592;-311951550.4961852;10;negative
imidazole;2021062101-pH27-E-001ppm-FS;10;0.017339327;C1=CN=CN1;1.5237491;14540531.4038213;1.7339327000000002e-7;68.077;103.97537808876712;1511857250.3239114;5534798730358487;510912936.2821344;2.7;positive
imidazole;2021062101-pH27-E-005ppm-FS;50;0.017339327;C1=CN=CN1;1.5237491;50349917.9483504;8.669663500000001e-7;68.077;103.97537808876712;5235151755.418135;5534798730358487;510912936.2821344;2.7;positive
imidazole;2021062101-pH27-E-01ppm-FS;100;0.017339327;C1=CN=CN1;1.5237491;97531546.4092476;1.7339327000000003e-6;68.077;103.97537808876712;10140879413.483656;5534798730358487;510912936.2821344;2.7;positive
imidazole;2021062101-pH27-E-05ppm-FS;500;0.017339327;C1=CN=CN1;1.5237491;243544809.880659;8.669663500000001e-6;68.077;103.97537808876712;25322663688.898426;5534798730358487;510912936.2821344;2.7;positive
imidazole;2021062101-pH27-E-1ppm-FS;1000;0.017339327;C1=CN=CN1;1.5237491;358229495.71488;1.7339327000000002e-5;68.077;103.97537808876712;37247047259.50303;5534798730358487;510912936.2821344;2.7;positive
2,6-Diaminopyridin;2021062101-pH27-E-001ppm-FS;10;0.008915001;C1=CC(=NC(=C1)N)N;1.6639772;38781506.1012223;8.915001000000001e-8;109.129;106.6208335262895;4134916505.9172034;37157364522180704;1351478016.7303014;2.7;positive
2,6-Diaminopyridin;2021062101-pH27-E-005ppm-FS;50;0.008915001;C1=CC(=NC(=C1)N)N;1.6639772;176952553.825975;4.457500500000001e-7;109.129;106.6208335262895;18866828783.531063;37157364522180704;1351478016.7303014;2.7;positive
2,6-Diaminopyridin;2021062101-pH27-E-01ppm-FS;100;0.008915001;C1=CC(=NC(=C1)N)N;1.6639772;319393108.589447;8.915001000000002e-7;109.129;106.6208335262895;34053959460.359535;37157364522180704;1351478016.7303014;2.7;positive
2,6-Diaminopyridin;2021062101-pH27-E-05ppm-FS;500;0.008915001;C1=CC(=NC(=C1)N)N;1.6639772;1030874126.55588;4.457500500000001e-6;109.129;106.6208335262895;109912658634.07358;37157364522180704;1351478016.7303014;2.7;positive
2,6-Diaminopyridin;2021062101-pH27-E-1ppm-FS;1000;0.008915001;C1=CC(=NC(=C1)N)N;1.6639772;1516402362.31397;8.915001000000001e-6;109.129;106.6208335262895;161680083831.14993;37157364522180704;1351478016.7303014;2.7;positive
benzylamine;2021062101-pH27-E-001ppm-FS;10;0.009782824;C1=CC=C(C=C1)CN;1.8648195;5455387.73417491;9.782824000000002e-8;107.153;108.28550946410986;590739440.1193861;4765016881689533;218055121.52016923;2.7;positive
benzylamine;2021062101-pH27-E-005ppm-FS;50;0.009782824;C1=CC=C(C=C1)CN;1.8648195;25091678.6946711;4.891412000000001e-7;107.153;108.28550946410986;2717065210.762211;4765016881689533;218055121.52016923;2.7;positive
benzylamine;2021062101-pH27-E-01ppm-FS;100;0.009782824;C1=CC=C(C=C1)CN;1.8648195;44371700.1393157;9.782824000000001e-7;107.153;108.28550946410986;4804812155.374516;4765016881689533;218055121.52016923;2.7;positive
benzylamine;2021062101-pH27-E-05ppm-FS;500;0.009782824;C1=CC=C(C=C1)CN;1.8648195;206509551.855838;4.891412000000001e-6;107.153;108.28550946410986;22361992031.914433;4765016881689533;218055121.52016923;2.7;positive
benzylamine;2021062101-pH27-E-1ppm-FS;1000;0.009782824;C1=CC=C(C=C1)CN;1.8648195;364261700.632331;9.782824000000001e-6;107.153;108.28550946410986;39444263831.23503;4765016881689533;218055121.52016923;2.7;positive
Acridine;2021062101-pH27-E-001ppm-FS;10;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;4.1801835;20377451.14923486;6.052985e-8;179.217;115.4417323172118;2352408260.877031;44261168551023490;-381756732.6941292;2.7;positive
Acridine;2021062101-pH27-E-005ppm-FS;50;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;4.1801835;111872672.8500054;3.0264925e-7;179.217;115.4417323172118;12914775152.761332;44261168551023490;-381756732.6941292;2.7;positive
Acridine;2021062101-pH27-E-01ppm-FS;100;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;4.1801835;229150205.4653928;6.052985e-7;179.217;115.4417323172118;26453496679.76996;44261168551023490;-381756732.6941292;2.7;positive
Acridine;2021062101-pH27-E-05ppm-FS;500;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;4.1801835;1322270900.454094;3.0264925e-6;179.217;115.4417323172118;152645243341.06012;44261168551023490;-381756732.6941292;2.7;positive
Acridine;2021062101-pH27-E-1ppm-FS;1000;0.006052985;C1=CC=C2C(=C1)C=C3C=CC=CC3=N2;4.1801835;2437946093.89406;6.052985e-6;179.217;115.4417323172118;281440720375.1102;44261168551023490;-381756732.6941292;2.7;positive
Ampicillin;2021062101-pH27-E-001ppm-FS;10;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6799837;604665.142956694;2.046478e-8;349.405;127.5043240761624;77097420.34510939;8857485340263945;-149128097.14310333;2.7;positive
Ampicillin;2021062101-pH27-E-005ppm-FS;50;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6799837;5303962.0452236105;1.023239e-7;349.405;127.5043240761624;676278095.5018564;8857485340263945;-149128097.14310333;2.7;positive
Ampicillin;2021062101-pH27-E-01ppm-FS;100;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6799837;13328991.20484875;2.046478e-7;349.405;127.5043240761624;1699504014.1913533;8857485340263945;-149128097.14310333;2.7;positive
Ampicillin;2021062101-pH27-E-05ppm-FS;500;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6799837;93557194.6454747;1.023239e-6;349.405;127.5043240761624;11928946865.733213;8857485340263945;-149128097.14310333;2.7;positive
Ampicillin;2021062101-pH27-E-1ppm-FS;1000;0.002046478;CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C;3.6799837;201984431.47827291;2.046478e-6;349.405;127.5043240761624;25753888409.545128;8857485340263945;-149128097.14310333;2.7;positive
Danofloxacin;2021062101-pH27-E-001ppm-FS;10;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;4.4062572;2922994.82005837;3.2272140000000004e-8;357.379;125.0815473900616;365612715.1060356;20457582368144768;-479270333.99963564;2.7;positive
Danofloxacin;2021062101-pH27-E-005ppm-FS;50;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;4.4062572;19901959.74408601;1.613607e-7;357.379;125.0815473900616;2489367920.884992;20457582368144768;-479270333.99963564;2.7;positive
Danofloxacin;2021062101-pH27-E-01ppm-FS;100;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;4.4062572;50131837.099811;3.227214e-7;357.379;125.0815473900616;6270567757.950858;20457582368144768;-479270333.99963564;2.7;positive
Danofloxacin;2021062101-pH27-E-05ppm-FS;500;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;4.4062572;301957798.8233449;1.613607e-6;357.379;125.0815473900616;37769348723.3209;20457582368144768;-479270333.99963564;2.7;positive
Danofloxacin;2021062101-pH27-E-1ppm-FS;1000;0.003227214;CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F;4.4062572;501689588.97959304;3.227214e-6;357.379;125.0815473900616;62752110099.05149;20457582368144768;-479270333.99963564;2.7;positive
Quinine;2021062101-pH27-E-001ppm-FS;10;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.7568366;11156387.171077492;3.835262e-8;324.417;125.57405406047859;1400952765.7405148;44658581906182696;-222562567.15308642;2.7;positive
Quinine;2021062101-pH27-E-005ppm-FS;50;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.7568366;67704833.80534406;1.917631e-7;324.417;125.57405406047859;8501970460.427993;44658581906182696;-222562567.15308642;2.7;positive
Quinine;2021062101-pH27-E-01ppm-FS;100;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.7568366;134054499.9021216;3.835262e-7;324.417;125.57405406047859;16833767017.75944;44658581906182696;-222562567.15308642;2.7;positive
Quinine;2021062101-pH27-E-05ppm-FS;500;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.7568366;657478427.783978;1.917631e-6;324.417;125.57405406047859;82562231634.14372;44658581906182696;-222562567.15308642;2.7;positive
Quinine;2021062101-pH27-E-1ppm-FS;1000;0.003835262;COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.7568366;1133368304.446856;3.835262e-6;324.417;125.57405406047859;142321652733.04245;44658581906182696;-222562567.15308642;2.7;positive
thiabendazole;2021062101-pH27-E-001ppm-FS;10;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;3.6560749;20161880.271618463;5.522862e-8;201.248;118.30429126990904;2385236956.2025833;42147343977939216;106697645.8913614;2.7;positive
thiabendazole;2021062101-pH27-E-005ppm-FS;50;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;3.6560749;100029815.85331571;2.761431e-7;201.248;118.30429126990904;11833956470.386026;42147343977939216;106697645.8913614;2.7;positive
thiabendazole;2021062101-pH27-E-01ppm-FS;100;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;3.6560749;197327870.1352869;5.522862e-7;201.248;118.30429126990904;23344733824.155766;42147343977939216;106697645.8913614;2.7;positive
thiabendazole;2021062101-pH27-E-05ppm-FS;500;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;3.6560749;849671028.46382;2.761431e-6;201.248;118.30429126990904;100519728834.98694;42147343977939216;106697645.8913614;2.7;positive
thiabendazole;2021062101-pH27-E-1ppm-FS;1000;0.005522862;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;3.6560749;1342507032.990666;5.522862e-6;201.248;118.30429126990904;158824343062.82913;42147343977939216;106697645.8913614;2.7;positive
Ofloxacin;2021062101-pH27-E-001ppm-FS;10;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;4.0651306;1093866.90573591;2.196399e-8;361.368;124.035130061438;135677923.92285633;17142209755835688;-311131940.9931571;2.7;positive
Ofloxacin;2021062101-pH27-E-005ppm-FS;50;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;4.0651306;11649016.7124173;1.0981995e-7;361.368;124.035130061438;1444887303.0125449;17142209755835688;-311131940.9931571;2.7;positive
Ofloxacin;2021062101-pH27-E-01ppm-FS;100;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;4.0651306;28300209.1974077;2.196399e-7;361.368;124.035130061438;3510220128.566368;17142209755835688;-311131940.9931571;2.7;positive
Ofloxacin;2021062101-pH27-E-05ppm-FS;500;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;4.0651306;171284021.750868;1.0981995e-6;361.368;124.035130061438;21245235915.315086;17142209755835688;-311131940.9931571;2.7;positive
Ofloxacin;2021062101-pH27-E-1ppm-FS;1000;0.002196399;CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O;4.0651306;295025379.93935;2.196399e-6;361.368;124.035130061438;36593511372.20244;17142209755835688;-311131940.9931571;2.7;positive
dazomet;2021062101-pH27-E-001ppm-FS;10;0.008062103;CN1CN(C(=S)SC1)C;4.4108866;2293465.62160789;8.062103000000001e-8;162.276;117.58203400396947;269670352.7068339;4309208384454646;-54026194.03141658;2.7;positive
dazomet;2021062101-pH27-E-005ppm-FS;50;0.008062103;CN1CN(C(=S)SC1)C;4.4108866;14676793.115938;4.0310515000000005e-7;162.276;117.58203400396947;1725727187.227447;4309208384454646;-54026194.03141658;2.7;positive
dazomet;2021062101-pH27-E-01ppm-FS;100;0.008062103;CN1CN(C(=S)SC1)C;4.4108866;28925583.7578602;8.062103000000001e-7;162.276;117.58203400396947;3401128973.0013847;4309208384454646;-54026194.03141658;2.7;positive
dazomet;2021062101-pH27-E-05ppm-FS;500;0.008062103;CN1CN(C(=S)SC1)C;4.4108866;135496201.047357;4.0310515e-6;162.276;117.58203400396947;15931918918.959013;4309208384454646;-54026194.03141658;2.7;positive
dazomet;2021062101-pH27-E-1ppm-FS;1000;0.008062103;CN1CN(C(=S)SC1)C;4.4108866;225957966.814006;8.062103e-6;162.276;117.58203400396947;26568597337.392258;4309208384454646;-54026194.03141658;2.7;positive
methomyl;2021062101-pH27-E-001ppm-FS;10;0.005593457;CC(=NOC(=O)NC)SC;4.4695633;9215080.63738293;5.593457e-8;162.21;112.28718388244414;1034735454.0213677;20002993890688312;-98225170.55937453;2.7;positive
