Compound_name;Filename;Dilution;Concentration (M) in the separate mixes;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
Tri-isobutyl-phosphate;2021062101-pH10-M-005ppm-FS;50;5.87e-5;CC(C)COP(=O)(OCC(C)C)OCC(C)C;13.765555;41562915.612836;1.4675000000000001e-7;266.314;115.14253124795708;4785659309.707172;26592348535934628;1555941383.8631673;10;positive
Tri-isobutyl-phosphate;2021062101-pH10-M-01ppm-FS;100;5.87e-5;CC(C)COP(=O)(OCC(C)C)OCC(C)C;13.765555;87870167.9043507;2.9350000000000003e-7;266.314;115.14253124795708;10117593553.689936;26592348535934628;1555941383.8631673;10;positive
Tri-isobutyl-phosphate;2021062101-pH10-M-05ppm-FS;500;5.87e-5;CC(C)COP(=O)(OCC(C)C)OCC(C)C;13.765555;351704307.42411;1.4675e-6;266.314;115.14253124795708;40496124207.62169;26592348535934628;1555941383.8631673;10;positive
Tri-isobutyl-phosphate;2021062101-pH10-M-1ppm-FS;1000;5.87e-5;CC(C)COP(=O)(OCC(C)C)OCC(C)C;13.765555;682614872.540444;2.935e-6;266.314;115.14253124795708;78598004291.80832;26592348535934628;1555941383.8631673;10;positive
Tri-isobutyl-phosphate;2021062101-pH10-M-2ppm-FS;2000;5.87e-5;CC(C)COP(=O)(OCC(C)C)OCC(C)C;13.765555;1296731493.01602;5.87e-6;266.314;115.14253124795708;149308946454.80713;26592348535934628;1555941383.8631673;10;positive
Triphenylphosphate;2021062101-pH10-M-005ppm-FS;50;5.06e-5;O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1;13.842815;3562057.96805585;1.265e-7;326.283;122.66826342236155;436951465.1511969;3320659312304289.5;86298648.66891566;10;positive
Triphenylphosphate;2021062101-pH10-M-01ppm-FS;100;5.06e-5;O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1;13.842815;8188852.89883807;2.53e-7;326.283;122.66826342236155;1004512364.5216373;3320659312304289.5;86298648.66891566;10;positive
Triphenylphosphate;2021062101-pH10-M-05ppm-FS;500;5.06e-5;O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1;13.842815;34876635.8637341;1.265e-6;326.283;122.66826342236155;4278256355.4183164;3320659312304289.5;86298648.66891566;10;positive
Triphenylphosphate;2021062101-pH10-M-1ppm-FS;1000;5.06e-5;O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1;13.842815;66145818.2274665;2.53e-6;326.283;122.66826342236155;8113992654.614505;3320659312304289.5;86298648.66891566;10;positive
Triphenylphosphate;2021062101-pH10-M-2ppm-FS;2000;5.06e-5;O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1;13.842815;131503378.51733;5.06e-6;326.283;122.66826342236155;16131291076.894358;3320659312304289.5;86298648.66891566;10;positive
Clotrimazole;2021062101-pH10-M-005ppm-FS;50;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;14.192425;22757357.7988825;1.0525000000000002e-7;344.837;168.4991496972443;3834595438.4676523;38799835104292256;117520666.42449364;10;positive
Clotrimazole;2021062101-pH10-M-01ppm-FS;100;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;14.192425;51616401.7935652;2.1050000000000004e-7;344.837;168.4991496972443;8697319812.64705;38799835104292256;117520666.42449364;10;positive
Clotrimazole;2021062101-pH10-M-05ppm-FS;500;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;14.192425;242781765.979889;1.0525e-6;344.837;168.4991496972443;40908521129.60665;38799835104292256;117520666.42449364;10;positive
Clotrimazole;2021062101-pH10-M-1ppm-FS;1000;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;14.192425;479848472.566258;2.105e-6;344.837;168.4991496972443;80854059610.93593;38799835104292256;117520666.42449364;10;positive
Clotrimazole;2021062101-pH10-M-2ppm-FS;2000;4.21e-5;C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4;14.192425;843487782.678658;4.21e-6;344.837;168.4991496972443;142126974161.36786;38799835104292256;117520666.42449364;10;positive
Simvastatin;2021062101-pH10-M-005ppm-FS;50;3.69e-5;O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)C(C)(C)CC;14.8134429999999;1806329.41505428;9.225000000000001e-8;418.566;132.8907350138372;240044443.6436779;2860886597840865;-28447718.054405265;10;positive
Simvastatin;2021062101-pH10-M-01ppm-FS;100;3.69e-5;O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)C(C)(C)CC;14.8134429999999;3674097.32877974;1.8450000000000002e-7;418.566;132.8907350138372;488253494.5339155;2860886597840865;-28447718.054405265;10;positive
Simvastatin;2021062101-pH10-M-05ppm-FS;500;3.69e-5;O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)C(C)(C)CC;14.8134429999999;20236721.1569455;9.225000000000001e-7;418.566;132.8907350138372;2689272748.8165574;2860886597840865;-28447718.054405265;10;positive
Simvastatin;2021062101-pH10-M-1ppm-FS;1000;3.69e-5;O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)C(C)(C)CC;14.8134429999999;38710664.8134299;1.8450000000000001e-6;418.566;132.8907350138372;5144288699.9309845;2860886597840865;-28447718.054405265;10;positive
Simvastatin;2021062101-pH10-M-2ppm-FS;2000;3.69e-5;O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)C(C)(C)CC;14.8134429999999;79477531.6218466;3.6900000000000002e-6;418.566;132.8907350138372;10561827594.312683;2860886597840865;-28447718.054405265;10;positive
Sudan_I;2021062101-pH10-M-005ppm-FS;50;6.6e-5;c1ccc(cc1)/N=N/c2c3ccccc3ccc2O;15.374922;1221790.88969359;1.6500000000000003e-7;248.279;119.90954169811715;146504385.6340932;1498101048305960.5;-121413517.6425194;10;positive
Sudan_I;2021062101-pH10-M-01ppm-FS;100;6.6e-5;c1ccc(cc1)/N=N/c2c3ccccc3ccc2O;15.374922;2915841.30214003;3.3000000000000007e-7;248.279;119.90954169811715;349637194.20405215;1498101048305960.5;-121413517.6425194;10;positive
Sudan_I;2021062101-pH10-M-05ppm-FS;500;6.6e-5;c1ccc(cc1)/N=N/c2c3ccccc3ccc2O;15.374922;19623497.7010802;1.6500000000000003e-6;248.279;119.90954169811715;2353044615.850582;1498101048305960.5;-121413517.6425194;10;positive
Sudan_I;2021062101-pH10-M-1ppm-FS;1000;6.6e-5;c1ccc(cc1)/N=N/c2c3ccccc3ccc2O;15.374922;43659953.01274;3.3000000000000006e-6;248.279;119.90954169811715;5235244956.318983;1498101048305960.5;-121413517.6425194;10;positive
Sudan_I;2021062101-pH10-M-2ppm-FS;2000;6.6e-5;c1ccc(cc1)/N=N/c2c3ccccc3ccc2O;15.374922;118598059.804958;6.600000000000001e-6;248.279;119.90954169811715;14221038997.498404;1498101048305960.5;-121413517.6425194;10;positive
Chlorpyrifos;2021062101-pH10-M-2ppm-FS;2000;4.27e-5;CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl;15.648637;109131.817003417;4.270000000000001e-6;350.586;269.0798990254385;29365178.29974208;NA;29365178.29974208;10;positive
Trifluralin;2021062101-pH10-M-2ppm-FS;2000;4.92e-5;[O-][N+](=O)c1cc(cc([N+]([O-])=O)c1N(CCC)CCC)C(F)(F)F;17.950655;330337.71390823;4.92e-6;335.279;117.49694641130604;38813672.668708645;NA;38813672.668708645;10;positive
Acephate;2021062101-pH10-M-005ppm-FS;50;7.97e-5;CC(=O)NP(=O)(OC)SC;1.5215935;624849.196602729;1.9925000000000001e-7;183.166;110.99468708574254;69354941.05269752;599030766343667.6;-57432475.04272374;10;negative
Acephate;2021062101-pH10-M-01ppm-FS;100;7.97e-5;CC(=O)NP(=O)(OC)SC;1.5215935;1557929.81624896;3.9850000000000003e-7;183.166;110.99468708574254;172921932.45610172;599030766343667.6;-57432475.04272374;10;negative
Acephate;2021062101-pH10-M-05ppm-FS;500;7.97e-5;CC(=O)NP(=O)(OC)SC;1.5215935;10244320.4601887;1.9925e-6;183.166;110.99468708574254;1137065143.8847148;599030766343667.6;-57432475.04272374;10;negative
Acephate;2021062101-pH10-M-1ppm-FS;1000;7.97e-5;CC(=O)NP(=O)(OC)SC;1.5215935;21088269.0902563;3.985e-6;183.166;110.99468708574254;2340685828.8529344;599030766343667.6;-57432475.04272374;10;negative
Acephate;2021062101-pH10-M-2ppm-FS;2000;7.97e-5;CC(=O)NP(=O)(OC)SC;1.5215935;48913007.7580612;7.97e-6;183.166;110.99468708574254;5429083990.528501;599030766343667.6;-57432475.04272374;10;negative
Propylthiouracil;2021062101-pH10-M-005ppm-FS;50;9.1e-5;CCCc1cc(nc(n1)S)O;1.7400083;1449497.05185025;2.2750000000000005e-7;170.232;114.47029064729779;165924348.81769937;1186694173247508.2;-129378692.42056914;10;negative
Propylthiouracil;2021062101-pH10-M-01ppm-FS;100;9.1e-5;CCCc1cc(nc(n1)S)O;1.7400083;3337728.70514284;4.550000000000001e-7;170.232;114.47029064729779;382070774.9795298;1186694173247508.2;-129378692.42056914;10;negative
Propylthiouracil;2021062101-pH10-M-05ppm-FS;500;9.1e-5;CCCc1cc(nc(n1)S)O;1.7400083;22481962.8024708;2.2750000000000002e-6;170.232;114.47029064729779;2573516816.32057;1186694173247508.2;-129378692.42056914;10;negative
Propylthiouracil;2021062101-pH10-M-1ppm-FS;1000;9.1e-5;CCCc1cc(nc(n1)S)O;1.7400083;45658928.1476229;4.5500000000000005e-6;170.232;114.47029064729779;5226590775.702479;1186694173247508.2;-129378692.42056914;10;negative
Propylthiouracil;2021062101-pH10-M-2ppm-FS;2000;9.1e-5;CCCc1cc(nc(n1)S)O;1.7400083;129097436.216204;9.100000000000001e-6;170.232;114.47029064729779;14777821045.48986;1186694173247508.2;-129378692.42056914;10;negative
Cyclamic_acid;2021062101-pH10-M-005ppm-FS;50;8.08e-5;OS(=O)(=O)NC1CCCCC1;1.7749249;3878027.90387951;2.0200000000000004e-7;179.237;113.46458917340658;440018842.91669565;2750548579491100;-81604705.46031617;10;negative
Cyclamic_acid;2021062101-pH10-M-01ppm-FS;100;8.08e-5;OS(=O)(=O)NC1CCCCC1;1.7749249;9537997.41812618;4.0400000000000007e-7;179.237;113.46458917340658;1082224958.5846999;2750548579491100;-81604705.46031617;10;negative
Cyclamic_acid;2021062101-pH10-M-05ppm-FS;500;8.08e-5;OS(=O)(=O)NC1CCCCC1;1.7749249;48415242.0633421;2.02e-6;179.237;113.46458917340658;5493415550.448145;2750548579491100;-81604705.46031617;10;negative
Cyclamic_acid;2021062101-pH10-M-1ppm-FS;1000;8.08e-5;OS(=O)(=O)NC1CCCCC1;1.7749249;96669483.7714889;4.04e-6;179.237;113.46458917340658;10968563261.737284;2750548579491100;-81604705.46031617;10;negative
Cyclamic_acid;2021062101-pH10-M-2ppm-FS;2000;8.08e-5;OS(=O)(=O)NC1CCCCC1;1.7749249;195367941.431571;8.08e-6;179.237;113.46458917340658;22167343212.187363;2750548579491100;-81604705.46031617;10;negative
Citrulline;2021062101-pH10-M-1ppm-FS;1000;9.21e-5;N=C(O)NCCCC(N)C(=O)O;1.4800667;67541.265938672;4.605000000000001e-6;175.186;108.64118932444913;7337763.460056232;3885706286622.264;-10555913.989839287;10;negative
Citrulline;2021062101-pH10-M-2ppm-FS;2000;9.21e-5;N=C(O)NCCCC(N)C(=O)O;1.4800667;232245.624949851;9.210000000000002e-6;175.186;108.64118932444913;25231440.90995177;3885706286622.264;-10555913.989839287;10;negative
Sulfapyridine;2021062101-pH10-M-05ppm-FS;500;6.39e-5;c1(S(Nc2ccccn2)(=O)=O)ccc(N)cc1;1.9112885;329813.600143734;1.5975e-6;249.289;120.10060252404547;39610812.09788706;20192680046671.273;2642807.610213316;10;negative
Sulfapyridine;2021062101-pH10-M-1ppm-FS;1000;6.39e-5;c1(S(Nc2ccccn2)(=O)=O)ccc(N)cc1;1.9112885;500356.55048127;3.195e-6;249.289;120.10060252404547;60093123.1896535;20192680046671.273;2642807.610213316;10;negative
Sulfapyridine;2021062101-pH10-M-2ppm-FS;2000;6.39e-5;c1(S(Nc2ccccn2)(=O)=O)ccc(N)cc1;1.9112885;1115973.85315504;6.39e-6;249.289;120.10060252404547;134029132.16500095;20192680046671.273;2642807.610213316;10;negative
Theophylline;2021062101-pH10-M-005ppm-FS;50;9.17e-5;Cn1c2c(c(=O)n(c1=O)C)nc[nH]2;1.7351502;2508005.40768245;2.2925000000000007e-7;180.164;109.79962230862502;275378046.5115221;1297373398954731.5;-67467774.92486039;10;negative
Theophylline;2021062101-pH10-M-01ppm-FS;100;9.17e-5;Cn1c2c(c(=O)n(c1=O)C)nc[nH]2;1.7351502;4337693.31387499;4.5850000000000014e-7;180.164;109.79962230862502;476277087.5541219;1297373398954731.5;-67467774.92486039;10;negative
Theophylline;2021062101-pH10-M-05ppm-FS;500;9.17e-5;Cn1c2c(c(=O)n(c1=O)C)nc[nH]2;1.7351502;26525033.0753263;2.2925000000000005e-6;180.164;109.79962230862502;2912438613.394614;1297373398954731.5;-67467774.92486039;10;negative
Theophylline;2021062101-pH10-M-1ppm-FS;1000;9.17e-5;Cn1c2c(c(=O)n(c1=O)C)nc[nH]2;1.7351502;50275609.6261587;4.585000000000001e-6;180.164;109.79962230862502;5520242948.288097;1297373398954731.5;-67467774.92486039;10;negative
Theophylline;2021062101-pH10-M-2ppm-FS;2000;9.17e-5;Cn1c2c(c(=O)n(c1=O)C)nc[nH]2;1.7351502;108947518.879794;9.170000000000002e-6;180.164;109.79962230862502;11962396424.463175;1297373398954731.5;-67467774.92486039;10;negative
4-Amino-6-chloro-1,3-benzenedisulfonamide;2021062101-pH10-M-005ppm-FS;50;5.2e-5;C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N;1.7966511;4384662.78211972;1.3e-7;285.728;158.38596468348908;694469044.557823;3051911759264501;468506684.68277603;10;negative
4-Amino-6-chloro-1,3-benzenedisulfonamide;2021062101-pH10-M-01ppm-FS;100;5.2e-5;C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N;1.7966511;9180978.78767498;2.6e-7;285.728;158.38596468348908;1454138182.0245519;3051911759264501;468506684.68277603;10;negative
4-Amino-6-chloro-1,3-benzenedisulfonamide;2021062101-pH10-M-05ppm-FS;500;5.2e-5;C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N;1.7966511;27872695.0929331;1.3e-6;285.728;158.38596468348908;4414643700.622961;3051911759264501;468506684.68277603;10;negative
4-Amino-6-chloro-1,3-benzenedisulfonamide;2021062101-pH10-M-1ppm-FS;1000;5.2e-5;C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N;1.7966511;39854220.7641406;2.6e-6;285.728;158.38596468348908;6312349202.43715;3051911759264501;468506684.68277603;10;negative
4-Amino-6-chloro-1,3-benzenedisulfonamide;2021062101-pH10-M-2ppm-FS;2000;5.2e-5;C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N;1.7966511;66684379.6775145;5.2e-6;285.728;158.38596468348908;10561869804.543188;3051911759264501;468506684.68277603;10;negative
Sulfamethazine;2021062101-pH10-M-005ppm-FS;50;5.65e-5;c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1;1.9112885;46676.2769872323;1.4125e-7;278.33;121.92082354394806;5690810.1302487925;49399974611806.39;-946585.0688826365;10;negative
Sulfamethazine;2021062101-pH10-M-01ppm-FS;100;5.65e-5;c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1;1.9112885;109840.160903768;2.825e-7;278.33;121.92082354394806;13391802.875587162;49399974611806.39;-946585.0688826365;10;negative
Sulfamethazine;2021062101-pH10-M-05ppm-FS;500;5.65e-5;c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1;1.9112885;564204.974744531;1.4125e-6;278.33;121.92082354394806;68788335.16844563;49399974611806.39;-946585.0688826365;10;negative
Sulfamethazine;2021062101-pH10-M-1ppm-FS;1000;5.65e-5;c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1;1.9112885;854501.765859375;2.825e-6;278.33;121.92082354394806;104181559.01333289;49399974611806.39;-946585.0688826365;10;negative
Sulfamethazine;2021062101-pH10-M-2ppm-FS;2000;5.65e-5;c1(S(Nc2nc(cc(n2)C)C)(=O)=O)ccc(N)cc1;1.9112885;1767996.11656155;5.65e-6;278.33;121.92082354394806;215555542.55368617;49399974611806.39;-946585.0688826365;10;negative
Creatinine;2021062101-pH10-M-005ppm-FS;50;1.47046e-4;CN1CC(=O)N=C1N;1.8922304;321765.374000039;3.6761500000000003e-007;113.118;105.62778008196726;33987362.16286807;108633974462440.92;-5283629.089055598;10;negative
Creatinine;2021062101-pH10-M-01ppm-FS;100;1.47046e-4;CN1CC(=O)N=C1N;1.8922304;704091.708407777;7.3523000000000005e-007;113.118;105.62778008196726;74371644.1332333;108633974462440.92;-5283629.089055598;10;negative
Creatinine;2021062101-pH10-M-05ppm-FS;500;1.47046e-4;CN1CC(=O)N=C1N;1.8922304;3746381.04214864;3.67615e-6;113.118;105.62778008196726;395721912.82332784;108633974462440.92;-5283629.089055598;10;negative
Creatinine;2021062101-pH10-M-1ppm-FS;1000;1.47046e-4;CN1CC(=O)N=C1N;1.8922304;7504231.8899023;7.3523e-6;113.118;105.62778008196726;792655355.7506857;108633974462440.92;-5283629.089055598;10;negative
Creatinine;2021062101-pH10-M-2ppm-FS;2000;1.47046e-4;CN1CC(=O)N=C1N;1.8922304;17535199.6213486;1.47046e-5;113.118;105.62778008196726;1852204209.2972054;108633974462440.92;-5283629.089055598;10;negative
1H-Benzotriazole;2021062101-pH10-M-005ppm-FS;50;1.20485e-4;c12c(nn[nH]1)cccc2;1.8731221;5067267.09807163;3.012125e-7;119.124;107.76089634481383;546053244.5067825;1914353544184841;-33777133.6158638;10;negative
1H-Benzotriazole;2021062101-pH10-M-01ppm-FS;100;1.20485e-4;c12c(nn[nH]1)cccc2;1.8731221;11015448.9334189;6.02425e-7;119.124;107.76089634481383;1187034650.705744;1914353544184841;-33777133.6158638;10;negative
1H-Benzotriazole;2021062101-pH10-M-05ppm-FS;500;1.20485e-4;c12c(nn[nH]1)cccc2;1.8731221;52011499.4275703;3.012125e-6;119.124;107.76089634481383;5604805798.552747;1914353544184841;-33777133.6158638;10;negative
1H-Benzotriazole;2021062101-pH10-M-1ppm-FS;1000;1.20485e-4;c12c(nn[nH]1)cccc2;1.8731221;107234593.645286;6.02425e-6;119.124;107.76089634481383;11555695930.387896;1914353544184841;-33777133.6158638;10;negative
1H-Benzotriazole;2021062101-pH10-M-2ppm-FS;2000;1.20485e-4;c12c(nn[nH]1)cccc2;1.8731221;223487648.208019;1.20485e-5;119.124;107.76089634481383;24083229292.890553;1914353544184841;-33777133.6158638;10;negative
5-Methyl-1H-benzotriazole;2021062101-pH10-M-005ppm-FS;50;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;1.9112885;3633687.50653439;2.9809000000000004e-7;133.151;108.91265716118838;395754561.6300735;1278374191804725.5;29101138.50421103;10;negative
5-Methyl-1H-benzotriazole;2021062101-pH10-M-01ppm-FS;100;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;1.9112885;7413844.88629439;5.961800000000001e-7;133.151;108.91265716118838;807461546.3472105;1278374191804725.5;29101138.50421103;10;negative
5-Methyl-1H-benzotriazole;2021062101-pH10-M-05ppm-FS;500;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;1.9112885;35239289.2105378;2.9809e-6;133.151;108.91265716118838;3838004624.391268;1278374191804725.5;29101138.50421103;10;negative
5-Methyl-1H-benzotriazole;2021062101-pH10-M-1ppm-FS;1000;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;1.9112885;66742326.0160018;5.9618e-6;133.151;108.91265716118838;7269084071.521068;1278374191804725.5;29101138.50421103;10;negative
5-Methyl-1H-benzotriazole;2021062101-pH10-M-2ppm-FS;2000;1.19236e-4;c12c(cc(C)cc2)nn[nH]1;1.9112885;143736963.299025;1.19236e-5;133.151;108.91265716118838;15654774605.177027;1278374191804725.5;29101138.50421103;10;negative
Furosemide;2021062101-pH10-M-005ppm-FS;50;4.65e-5;C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl;4.0547205;2067259.333225568;1.1625000000000001e-7;330.744;160.73431147203772;332279505.56015545;2340037212402491;109777981.67828956;10;negative
Furosemide;2021062101-pH10-M-01ppm-FS;100;4.65e-5;C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl;4.0547205;4414461.382769045;2.3250000000000002e-7;330.744;160.73431147203772;709555410.8792821;2340037212402491;109777981.67828956;10;negative
Furosemide;2021062101-pH10-M-05ppm-FS;500;4.65e-5;C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl;4.0547205;17568621.40993433;1.1625e-6;330.744;160.73431147203772;2823880265.838695;2340037212402491;109777981.67828956;10;negative
Furosemide;2021062101-pH10-M-1ppm-FS;1000;4.65e-5;C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl;4.0547205;26531353.20594015;2.325e-6;330.744;160.73431147203772;4264498789.9782305;2340037212402491;109777981.67828956;10;negative
Furosemide;2021062101-pH10-M-2ppm-FS;2000;4.65e-5;C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl;4.0547205;45421977.4315468;4.65e-6;330.744;160.73431147203772;7300870268.158111;2340037212402491;109777981.67828956;10;negative
Metsulfuron-methyl;2021062101-pH10-M-005ppm-FS;50;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;3.1471427;1179119.8884658816;1.04e-7;381.364;126.19129416861034;148794664.7054571;1665799752803955.5;-12723910.436849913;10;negative
Metsulfuron-methyl;2021062101-pH10-M-01ppm-FS;100;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;3.1471427;2749417.972730828;2.08e-7;381.364;126.19129416861034;346952612.1893402;1665799752803955.5;-12723910.436849913;10;negative
Metsulfuron-methyl;2021062101-pH10-M-05ppm-FS;500;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;3.1471427;13616171.138476273;1.04e-6;381.364;126.19129416861034;1718242257.5856013;1665799752803955.5;-12723910.436849913;10;negative
Metsulfuron-methyl;2021062101-pH10-M-1ppm-FS;1000;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;3.1471427;26481537.566947162;2.08e-6;381.364;126.19129416861034;3341739497.147735;1665799752803955.5;-12723910.436849913;10;negative
Metsulfuron-methyl;2021062101-pH10-M-2ppm-FS;2000;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;3.1471427;59779205.55005575;4.16e-6;381.364;126.19129416861034;7543615312.732909;1665799752803955.5;-12723910.436849913;10;negative
Valsartan;2021062101-pH10-M-005ppm-FS;50;3.35e-5;CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O;4.1920779;684332.273065507;8.375e-8;435.519;132.9676256863005;90994037.5300295;1755392824928244.2;-53662079.82740283;10;negative
Valsartan;2021062101-pH10-M-01ppm-FS;100;3.35e-5;CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O;4.1920779;1827655.437106241;1.675e-7;435.519;132.9676256863005;243019004.04467458;1755392824928244.2;-53662079.82740283;10;negative
Valsartan;2021062101-pH10-M-05ppm-FS;500;3.35e-5;CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O;4.1920779;10650597.46516645;8.375e-7;435.519;132.9676256863005;1416184657.0837133;1755392824928244.2;-53662079.82740283;10;negative
Valsartan;2021062101-pH10-M-1ppm-FS;1000;3.35e-5;CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O;4.1920779;19472543.61209679;1.675e-6;435.519;132.9676256863005;2589217890.1734476;1755392824928244.2;-53662079.82740283;10;negative
Valsartan;2021062101-pH10-M-2ppm-FS;2000;3.35e-5;CCCCC(=O)N(CC1=CC=C(C=C1)C2=C(C=CC=C2)C3=NN=NN3)[C@@H](C(C)C)C(O)=O;4.1920779;45238100.487745926;3.35e-6;435.519;132.9676256863005;6015202812.413848;1755392824928244.2;-53662079.82740283;10;negative
Metsulfuron-methyl;2021062101-pH10-M-005ppm-FS;10;4.16e-5;c1(c(cccc1)C(OC)=O)S(NC(Nc1nc(nc(n1)C)OC)=O)(=O)=O;3.1471427;1179119.8884658816;2.08e-8;381.364;126.19129416861034;148794664.7054571;1665799752803955.5;-12723910.436849913;10;negative
Chlorthalidone;2021062101-pH10-M-005ppm-FS;10;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0324425;1848733.327171307;2.395e-8;338.766;163.91282509047957;303031102.4955708;23699170720626404;-878038986.5912498;10;negative
Chlorthalidone;2021062101-pH10-M-01ppm-FS;50;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0324425;5220346.82851299;1.1975e-7;338.766;163.91282509047957;855681796.6136894;23699170720626404;-878038986.5912498;10;negative
Chlorthalidone;2021062101-pH10-M-05ppm-FS;100;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0324425;32265274.900494702;2.395e-7;338.766;163.91282509047957;5288692361.261029;23699170720626404;-878038986.5912498;10;negative
Chlorthalidone;2021062101-pH10-M-1ppm-FS;500;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0324425;63136615.937811;1.1975e-6;338.766;163.91282509047957;10348901085.0192;23699170720626404;-878038986.5912498;10;negative
Chlorthalidone;2021062101-pH10-M-2ppm-FS;1000;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0324425;140896641.1657767;2.395e-6;338.766;163.91282509047957;23094766499.24202;23699170720626404;-878038986.5912498;10;negative
Furosemide;2021062101-pH10-M-005ppm-FS;10;4.65e-5;C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl;4.0547205;2067259.333225568;2.3250000000000003e-8;330.744;160.73431147203772;332279505.56015545;2340037212402491;109777981.67828956;10;negative
